-472.843	0.787	0.500	10914940CytbX_Rosetta_Monoheme23_flexV1KIH_0151
-472.819	0.771	0.529	10914953CytbX_Rosetta_Monoheme26_flexV1KIH_0049
-472.697	0.775	0.557	10914885CytbX_Rosetta_Monoheme10_flexV1KIH_0400
-472.539	0.675	0.574	10914932CytbX_Rosetta_Monoheme19_flexV1KIH_0371
-472.257	0.807	0.550	10914940CytbX_Rosetta_Monoheme23_flexV1KIH_0065
-471.664	0.764	0.545	10914938CytbX_Rosetta_Monoheme21_flexV1KIH_0492
-471.618	0.785	0.516	10914881CytbX_Rosetta_Monoheme6_flexV1KIH_0014
-471.473	1.017	0.606	10914881CytbX_Rosetta_Monoheme6_flexV1KIH_0016
-471.343	0.677	0.547	10914887CytbX_Rosetta_Monoheme12_flexV1KIH_0274
-471.325	0.677	0.570	10914879CytbX_Rosetta_Monoheme4_flexV1KIH_0433
-471.295	0.812	0.505	10914887CytbX_Rosetta_Monoheme12_flexV1KIH_0082
-471.152	0.872	0.534	10914878CytbX_Rosetta_Monoheme3_flexV1KIH_0323
-471.031	1.071	0.506	10914887CytbX_Rosetta_Monoheme12_flexV1KIH_0284
-470.985	0.705	0.544	10914882CytbX_Rosetta_Monoheme7_flexV1KIH_0424
-470.966	0.704	0.581	10914873CytbX_Rosetta_Monoheme1_flexV1KIH_0237
-470.901	0.672	0.523	10914882CytbX_Rosetta_Monoheme7_flexV1KIH_0212
-470.893	0.671	0.514	10914883CytbX_Rosetta_Monoheme8_flexV1KIH_0379
-470.832	0.675	0.537	10914946CytbX_Rosetta_Monoheme25_flexV1KIH_0102
-470.557	0.621	0.564	10914930CytbX_Rosetta_Monoheme18_flexV1KIH_0181
-470.530	0.659	0.573	10914938CytbX_Rosetta_Monoheme21_flexV1KIH_0055
-470.523	0.615	0.537	10914879CytbX_Rosetta_Monoheme4_flexV1KIH_0350
-470.479	0.788	0.511	10914938CytbX_Rosetta_Monoheme21_flexV1KIH_0004
-470.473	0.620	0.532	10914921CytbX_Rosetta_Monoheme17_flexV1KIH_0486
-470.472	0.798	0.589	10914940CytbX_Rosetta_Monoheme23_flexV1KIH_0109
-470.461	0.901	0.534	10914879CytbX_Rosetta_Monoheme4_flexV1KIH_0064
-470.454	0.731	0.597	10914956CytbX_Rosetta_Monoheme27_flexV1KIH_0111
-470.430	0.731	0.592	10914878CytbX_Rosetta_Monoheme3_flexV1KIH_0371
-470.404	0.738	0.568	10914932CytbX_Rosetta_Monoheme19_flexV1KIH_0319
-470.400	0.738	0.591	10914878CytbX_Rosetta_Monoheme3_flexV1KIH_0201
-470.390	0.710	0.584	10914883CytbX_Rosetta_Monoheme8_flexV1KIH_0116
-470.389	0.696	0.575	10914878CytbX_Rosetta_Monoheme3_flexV1KIH_0228
-470.387	0.695	0.577	10914887CytbX_Rosetta_Monoheme12_flexV1KIH_0247
-470.387	0.695	0.568	10914915CytbX_Rosetta_Monoheme15_flexV1KIH_0165
-470.387	0.695	0.596	10914882CytbX_Rosetta_Monoheme7_flexV1KIH_0273
-470.387	0.696	0.579	10914935CytbX_Rosetta_Monoheme20_flexV1KIH_0140
-470.386	0.695	0.575	10914938CytbX_Rosetta_Monoheme21_flexV1KIH_0198
-470.386	0.695	0.579	10914932CytbX_Rosetta_Monoheme19_flexV1KIH_0078
-470.386	0.696	0.570	10914884CytbX_Rosetta_Monoheme9_flexV1KIH_0046
-470.385	0.695	0.577	10914942CytbX_Rosetta_Monoheme24_flexV1KIH_0167
-470.385	0.695	0.568	10914942CytbX_Rosetta_Monoheme24_flexV1KIH_0378
-470.385	0.695	0.577	10914872CytbX_Rosetta_Monoheme28_flexV1KIH_0264
-470.385	0.695	0.569	10914940CytbX_Rosetta_Monoheme23_flexV1KIH_0336
-470.385	0.696	0.579	10914911CytbX_Rosetta_Monoheme14_flexV1KIH_0048
-470.384	0.694	0.582	10914932CytbX_Rosetta_Monoheme19_flexV1KIH_0091
-470.384	0.695	0.575	10914935CytbX_Rosetta_Monoheme20_flexV1KIH_0426
-470.384	0.695	0.566	10914921CytbX_Rosetta_Monoheme17_flexV1KIH_0129
-470.384	0.695	0.567	10914877CytbX_Rosetta_Monoheme2_flexV1KIH_0271
-470.383	0.695	0.572	10914956CytbX_Rosetta_Monoheme27_flexV1KIH_0391
-470.383	0.696	0.569	10914956CytbX_Rosetta_Monoheme27_flexV1KIH_0262
-470.383	0.696	0.575	10914881CytbX_Rosetta_Monoheme6_flexV1KIH_0347
-470.382	0.695	0.571	10914940CytbX_Rosetta_Monoheme23_flexV1KIH_0124
-470.382	0.695	0.577	10914885CytbX_Rosetta_Monoheme10_flexV1KIH_0100
-470.382	0.695	0.564	10914935CytbX_Rosetta_Monoheme20_flexV1KIH_0311
-470.382	0.696	0.586	10914940CytbX_Rosetta_Monoheme23_flexV1KIH_0186
-470.381	0.695	0.596	10914946CytbX_Rosetta_Monoheme25_flexV1KIH_0202
-470.381	0.695	0.563	10914956CytbX_Rosetta_Monoheme27_flexV1KIH_0277
-470.381	0.695	0.568	10914946CytbX_Rosetta_Monoheme25_flexV1KIH_0471
-470.381	0.695	0.576	10914953CytbX_Rosetta_Monoheme26_flexV1KIH_0096
-470.381	0.695	0.568	10914932CytbX_Rosetta_Monoheme19_flexV1KIH_0037
-470.381	0.695	0.569	10914938CytbX_Rosetta_Monoheme21_flexV1KIH_0032
-470.381	0.695	0.560	10914911CytbX_Rosetta_Monoheme14_flexV1KIH_0380
-470.381	0.695	0.561	10914887CytbX_Rosetta_Monoheme12_flexV1KIH_0117
-470.381	0.695	0.570	10914882CytbX_Rosetta_Monoheme7_flexV1KIH_0183
-470.381	0.695	0.576	10914938CytbX_Rosetta_Monoheme21_flexV1KIH_0072
-470.381	0.695	0.589	10914921CytbX_Rosetta_Monoheme17_flexV1KIH_0092
-470.381	0.696	0.577	10914884CytbX_Rosetta_Monoheme9_flexV1KIH_0066
-470.380	0.694	0.565	10914881CytbX_Rosetta_Monoheme6_flexV1KIH_0062
-470.380	0.695	0.581	10914920CytbX_Rosetta_Monoheme16_flexV1KIH_0065
-470.380	0.695	0.575	10914880CytbX_Rosetta_Monoheme5_flexV1KIH_0140
-470.380	0.695	0.573	10914873CytbX_Rosetta_Monoheme1_flexV1KIH_0051
-470.380	0.695	0.561	10914935CytbX_Rosetta_Monoheme20_flexV1KIH_0406
-470.380	0.695	0.570	10914953CytbX_Rosetta_Monoheme26_flexV1KIH_0439
-470.380	0.695	0.576	10914872CytbX_Rosetta_Monoheme28_flexV1KIH_0224
-470.380	0.695	0.600	10914878CytbX_Rosetta_Monoheme3_flexV1KIH_0364
-470.380	0.696	0.571	10914956CytbX_Rosetta_Monoheme27_flexV1KIH_0068
-470.380	0.696	0.578	10914877CytbX_Rosetta_Monoheme2_flexV1KIH_0169
-470.380	0.696	0.571	10914942CytbX_Rosetta_Monoheme24_flexV1KIH_0425
-470.379	0.694	0.575	10914878CytbX_Rosetta_Monoheme3_flexV1KIH_0443
-470.379	0.694	0.583	10914953CytbX_Rosetta_Monoheme26_flexV1KIH_0143
-470.379	0.694	0.587	10914887CytbX_Rosetta_Monoheme12_flexV1KIH_0009
-470.379	0.694	0.592	10914879CytbX_Rosetta_Monoheme4_flexV1KIH_0083
-470.379	0.695	0.572	10914879CytbX_Rosetta_Monoheme4_flexV1KIH_0034
-470.379	0.695	0.570	10914877CytbX_Rosetta_Monoheme2_flexV1KIH_0021
-470.379	0.695	0.567	10914877CytbX_Rosetta_Monoheme2_flexV1KIH_0149
-470.379	0.695	0.576	10914953CytbX_Rosetta_Monoheme26_flexV1KIH_0416
-470.379	0.695	0.563	10914884CytbX_Rosetta_Monoheme9_flexV1KIH_0288
-470.379	0.695	0.559	10914940CytbX_Rosetta_Monoheme23_flexV1KIH_0213
-470.379	0.695	0.566	10914932CytbX_Rosetta_Monoheme19_flexV1KIH_0172
-470.379	0.695	0.572	10914885CytbX_Rosetta_Monoheme10_flexV1KIH_0372
-470.378	0.694	0.575	10914886CytbX_Rosetta_Monoheme11_flexV1KIH_0311
-470.378	0.695	0.567	10914939CytbX_Rosetta_Monoheme22_flexV1KIH_0023
-470.378	0.695	0.557	10914880CytbX_Rosetta_Monoheme5_flexV1KIH_0223
-470.378	0.695	0.565	10914886CytbX_Rosetta_Monoheme11_flexV1KIH_0171
-470.378	0.695	0.567	10914938CytbX_Rosetta_Monoheme21_flexV1KIH_0316
-470.378	0.695	0.573	10914884CytbX_Rosetta_Monoheme9_flexV1KIH_0320
-470.378	0.695	0.578	10914885CytbX_Rosetta_Monoheme10_flexV1KIH_0337
-470.377	0.694	0.583	10914946CytbX_Rosetta_Monoheme25_flexV1KIH_0118
-470.377	0.694	0.581	10914911CytbX_Rosetta_Monoheme14_flexV1KIH_0135
-470.377	0.694	0.568	10914886CytbX_Rosetta_Monoheme11_flexV1KIH_0481
-470.377	0.694	0.580	10914938CytbX_Rosetta_Monoheme21_flexV1KIH_0234
-470.377	0.695	0.565	10914877CytbX_Rosetta_Monoheme2_flexV1KIH_0325
-470.377	0.695	0.571	10914880CytbX_Rosetta_Monoheme5_flexV1KIH_0311
-470.377	0.695	0.563	10914873CytbX_Rosetta_Monoheme1_flexV1KIH_0296
-470.377	0.695	0.573	10914877CytbX_Rosetta_Monoheme2_flexV1KIH_0033
-470.377	0.696	0.587	10914886CytbX_Rosetta_Monoheme11_flexV1KIH_0155
-470.376	0.694	0.571	10914878CytbX_Rosetta_Monoheme3_flexV1KIH_0121
-470.376	0.694	0.589	10914910CytbX_Rosetta_Monoheme13_flexV1KIH_0002
-470.376	0.694	0.567	10914939CytbX_Rosetta_Monoheme22_flexV1KIH_0468
-470.376	0.695	0.576	10914881CytbX_Rosetta_Monoheme6_flexV1KIH_0406
-470.376	0.695	0.562	10914910CytbX_Rosetta_Monoheme13_flexV1KIH_0431
-470.376	0.695	0.588	10914873CytbX_Rosetta_Monoheme1_flexV1KIH_0027
-470.376	0.695	0.560	10914873CytbX_Rosetta_Monoheme1_flexV1KIH_0106
-470.376	0.695	0.564	10914882CytbX_Rosetta_Monoheme7_flexV1KIH_0299
-470.376	0.695	0.565	10914935CytbX_Rosetta_Monoheme20_flexV1KIH_0443
-470.376	0.696	0.569	10914938CytbX_Rosetta_Monoheme21_flexV1KIH_0382
-470.375	0.694	0.571	10914872CytbX_Rosetta_Monoheme28_flexV1KIH_0204
-470.375	0.694	0.597	10914946CytbX_Rosetta_Monoheme25_flexV1KIH_0052
-470.375	0.694	0.571	10914953CytbX_Rosetta_Monoheme26_flexV1KIH_0362
-470.375	0.695	0.588	10914940CytbX_Rosetta_Monoheme23_flexV1KIH_0024
-470.375	0.695	0.581	10914885CytbX_Rosetta_Monoheme10_flexV1KIH_0239
-470.374	0.694	0.575	10914878CytbX_Rosetta_Monoheme3_flexV1KIH_0009
-470.374	0.695	0.563	10914882CytbX_Rosetta_Monoheme7_flexV1KIH_0113
-470.373	0.694	0.579	10914882CytbX_Rosetta_Monoheme7_flexV1KIH_0079
-470.373	0.694	0.573	10914939CytbX_Rosetta_Monoheme22_flexV1KIH_0440
-470.373	0.695	0.567	10914883CytbX_Rosetta_Monoheme8_flexV1KIH_0414
-470.373	0.695	0.572	10914940CytbX_Rosetta_Monoheme23_flexV1KIH_0234
-470.373	0.695	0.576	10914921CytbX_Rosetta_Monoheme17_flexV1KIH_0025
-470.373	0.695	0.564	10914882CytbX_Rosetta_Monoheme7_flexV1KIH_0280
-470.373	0.696	0.567	10914877CytbX_Rosetta_Monoheme2_flexV1KIH_0360
-470.372	0.693	0.577	10914956CytbX_Rosetta_Monoheme27_flexV1KIH_0415
-470.372	0.694	0.573	10914884CytbX_Rosetta_Monoheme9_flexV1KIH_0247
-470.372	0.694	0.576	10914878CytbX_Rosetta_Monoheme3_flexV1KIH_0239
-470.372	0.694	0.575	10914880CytbX_Rosetta_Monoheme5_flexV1KIH_0392
-470.372	0.694	0.580	10914881CytbX_Rosetta_Monoheme6_flexV1KIH_0151
-470.372	0.694	0.561	10914880CytbX_Rosetta_Monoheme5_flexV1KIH_0445
-470.372	0.695	0.575	10914877CytbX_Rosetta_Monoheme2_flexV1KIH_0468
-470.372	0.695	0.570	10914872CytbX_Rosetta_Monoheme28_flexV1KIH_0253
-470.372	0.695	0.566	10914885CytbX_Rosetta_Monoheme10_flexV1KIH_0373
-470.372	0.695	0.577	10914910CytbX_Rosetta_Monoheme13_flexV1KIH_0138
-470.371	0.694	0.587	10914930CytbX_Rosetta_Monoheme18_flexV1KIH_0496
-470.371	0.694	0.591	10914881CytbX_Rosetta_Monoheme6_flexV1KIH_0321
-470.371	0.695	0.564	10914938CytbX_Rosetta_Monoheme21_flexV1KIH_0261
-470.371	0.695	0.566	10914938CytbX_Rosetta_Monoheme21_flexV1KIH_0167
-470.371	0.695	0.570	10914920CytbX_Rosetta_Monoheme16_flexV1KIH_0029
-470.370	0.694	0.563	10914915CytbX_Rosetta_Monoheme15_flexV1KIH_0174
-470.370	0.694	0.575	10914885CytbX_Rosetta_Monoheme10_flexV1KIH_0287
-470.370	0.694	0.584	10914881CytbX_Rosetta_Monoheme6_flexV1KIH_0271
-470.370	0.695	0.585	10914953CytbX_Rosetta_Monoheme26_flexV1KIH_0220
-470.370	0.695	0.574	10914920CytbX_Rosetta_Monoheme16_flexV1KIH_0190
-470.370	0.695	0.573	10914953CytbX_Rosetta_Monoheme26_flexV1KIH_0060
-470.370	0.695	0.575	10914878CytbX_Rosetta_Monoheme3_flexV1KIH_0298
-470.369	0.694	0.568	10914939CytbX_Rosetta_Monoheme22_flexV1KIH_0236
-470.369	0.694	0.600	10914942CytbX_Rosetta_Monoheme24_flexV1KIH_0079
-470.369	0.694	0.579	10914935CytbX_Rosetta_Monoheme20_flexV1KIH_0148
-470.369	0.695	0.586	10914911CytbX_Rosetta_Monoheme14_flexV1KIH_0442
-470.368	0.694	0.592	10914953CytbX_Rosetta_Monoheme26_flexV1KIH_0361
-470.367	0.694	0.563	10914935CytbX_Rosetta_Monoheme20_flexV1KIH_0211
-470.367	0.694	0.560	10914940CytbX_Rosetta_Monoheme23_flexV1KIH_0305
-470.367	0.694	0.587	10914873CytbX_Rosetta_Monoheme1_flexV1KIH_0307
-470.367	0.694	0.585	10914938CytbX_Rosetta_Monoheme21_flexV1KIH_0130
-470.367	0.695	0.568	10914938CytbX_Rosetta_Monoheme21_flexV1KIH_0054
-470.364	0.694	0.566	10914879CytbX_Rosetta_Monoheme4_flexV1KIH_0075
-470.364	0.694	0.572	10914915CytbX_Rosetta_Monoheme15_flexV1KIH_0225
-470.364	0.702	0.518	10914930CytbX_Rosetta_Monoheme18_flexV1KIH_0360
-470.363	0.694	0.570	10914911CytbX_Rosetta_Monoheme14_flexV1KIH_0073
-470.363	0.695	0.578	10914887CytbX_Rosetta_Monoheme12_flexV1KIH_0381
-470.363	0.696	0.562	10914920CytbX_Rosetta_Monoheme16_flexV1KIH_0288
-470.361	0.695	0.575	10914930CytbX_Rosetta_Monoheme18_flexV1KIH_0334
-470.291	0.663	0.516	10914880CytbX_Rosetta_Monoheme5_flexV1KIH_0485
-470.279	0.717	0.578	10914883CytbX_Rosetta_Monoheme8_flexV1KIH_0319
-470.278	0.717	0.562	10914921CytbX_Rosetta_Monoheme17_flexV1KIH_0231
-470.272	0.695	0.556	10914932CytbX_Rosetta_Monoheme19_flexV1KIH_0097
-470.271	0.695	0.565	10914920CytbX_Rosetta_Monoheme16_flexV1KIH_0023
-470.268	0.694	0.566	10914878CytbX_Rosetta_Monoheme3_flexV1KIH_0232
-470.263	0.695	0.569	10914873CytbX_Rosetta_Monoheme1_flexV1KIH_0348
-470.262	0.695	0.574	10914880CytbX_Rosetta_Monoheme5_flexV1KIH_0416
-470.261	0.818	0.554	10914886CytbX_Rosetta_Monoheme11_flexV1KIH_0454
-470.259	0.695	0.566	10914910CytbX_Rosetta_Monoheme13_flexV1KIH_0336
-470.259	0.695	0.584	10914883CytbX_Rosetta_Monoheme8_flexV1KIH_0458
-470.258	0.695	0.563	10914910CytbX_Rosetta_Monoheme13_flexV1KIH_0307
-470.258	0.695	0.578	10914872CytbX_Rosetta_Monoheme28_flexV1KIH_0096
-470.258	0.695	0.576	10914940CytbX_Rosetta_Monoheme23_flexV1KIH_0449
-470.258	0.695	0.581	10914953CytbX_Rosetta_Monoheme26_flexV1KIH_0161
-470.258	0.696	0.558	10914883CytbX_Rosetta_Monoheme8_flexV1KIH_0291
-470.258	0.696	0.587	10914877CytbX_Rosetta_Monoheme2_flexV1KIH_0201
-470.255	0.695	0.592	10914942CytbX_Rosetta_Monoheme24_flexV1KIH_0263
-470.254	0.695	0.562	10914886CytbX_Rosetta_Monoheme11_flexV1KIH_0352
-470.254	0.695	0.586	10914911CytbX_Rosetta_Monoheme14_flexV1KIH_0057
-470.254	0.696	0.567	10914953CytbX_Rosetta_Monoheme26_flexV1KIH_0270
-470.246	0.695	0.569	10914915CytbX_Rosetta_Monoheme15_flexV1KIH_0064
